"topic","CS","lbf","pip","coef","name","id","database","accession","sub_category_code","organism","description_brief","top_genes"
"k6","L3","1.599","0.000","-0.396","BIOCARTA_PLCE_PATHWAY","M5576","MSigDB-C2",NA,"CP:BIOCARTA","Homo sapiens","Phospholipase C-epsilon pathway","Prkar2b (1.767) Prkar1a (0.967) Adrb2 (-0.895) Prkaca (0.566) Prkar1b (0.111) Prkacb (0.072) Adcy1 (0.051) Plce1 (-0.017) Ptger1 (-0.015) Rap2b (-0.012)"
"k6","L3","1.599","0.000","0.285","BIOCARTA_RAC1_PATHWAY","M8601","MSigDB-C2",NA,"CP:BIOCARTA","Homo sapiens","Rac 1 cell motility signaling pathway","Chn1 (2.759) Vav1 (2.68) Ppp1r12b (1.871) Pik3cg (1.736) Ncf2 (0.317) Cdk5r1 (0.258) Rac1 (-0.085) Trio (0.059) Cdk5 (0.031) Map3k1 (-0.028)"
"k6","L3","1.599","0.000","-0.414","BIOCARTA_CK1_PATHWAY","M16626","MSigDB-C2",NA,"CP:BIOCARTA","Homo sapiens","Regulation of ck1/cdk5 by type 1 glutamate receptors","Prkar2b (1.767) Ppp1r1b (-1.601) Prkar1a (0.967) Prkaca (0.566) Csnk1d (0.265) Cdk5r1 (0.258) Ppp2ca (-0.113) Prkar1b (0.111) Prkacb (0.072) Cdk5 (0.031)"
"k6","L3","1.599","0.000","0.323","BIOCARTA_PGC1A_PATHWAY","M15181","MSigDB-C2",NA,"CP:BIOCARTA","Homo sapiens","Regulation of PGC-1a","Ppara (2.439) Calm3 (1.903) Calm1 (1.745) Calm2 (1.402) Ppp3cc (0.248) Camk1 (0.08) Ppargc1a (0.053) Camk1g (0.009) Camk4 (-0.007) Hdac5 (0.005)"
"k6","L3","1.599","0.001","-0.636","BIOCARTA_SHH_PATHWAY","M11792","MSigDB-C2",NA,"CP:BIOCARTA","Homo sapiens","Sonic Hedgehog (Shh) Pathway","Prkar2b (1.767) Prkar1a (0.967) Prkaca (0.566) Prkar1b (0.111) Dyrk1b (0.076) Prkacb (0.072) Gsk3b (-0.072) Smo (-0.037) Ptch1 (0.014) Dyrk1a (-0.008)"
"k6","L3","1.599","0.000","-0.286","BIOCARTA_STATHMIN_PATHWAY","M16966","MSigDB-C2",NA,"CP:BIOCARTA","Homo sapiens","Stathmin and breast cancer resistance to antimicrotubule agents","Prkar2b (1.767) Prkar1a (0.967) Prkaca (0.566) Cd247 (0.274) Cdk1 (-0.143) Prkar1b (0.111) Tsg101 (0.108) Prkacb (0.072) Ccnb1 (-0.05) Stmn1 (0.04)"
"k6","L3","1.599","0.000","-0.251","BIOCARTA_CREB_PATHWAY","M9070","MSigDB-C2",NA,"CP:BIOCARTA","Homo sapiens","Transcription factor CREB and its extracellular signals","Prkar2b (1.767) Prkar1a (0.967) Prkaca (0.566) Grb2 (0.495) Hras (-0.283) Prkar1b (0.111) Rac1 (-0.085) Prkacb (0.072) Mapk3 (-0.055) Adcy1 (0.051)"
"k6","L3","1.599","0.000","-0.301","BIOCARTA_EFP_PATHWAY","M22011","MSigDB-C2",NA,"CP:BIOCARTA","Homo sapiens","Estrogen-responsive protein Efp controls cell cycle and breast tumors growth","Sfn (-1.636) Cdk6 (0.196) Cdk1 (-0.143) Smurf2 (0.072) Ccnb1 (-0.05) Trim25 (0.036) Ccnb2 (0.034) Cdk5 (0.031) Cdk8 (0.028) Cdk2 (-0.022)"
"k6","L3","1.599","0.000","0.373","BIOCARTA_BTG2_PATHWAY","M22014","MSigDB-C2",NA,"CP:BIOCARTA","Homo sapiens","BTG family proteins and cell cycle regulation","Ngf (3.712) Chaf1a (2.004) Btg2 (0.319) Btg1 (-0.249) Ccnd1 (0.067) Rb1 (0.046) Fgf1 (0.015) Chaf1b (-0.007) Trp53 (-0.002) Hoxb9 (-0.002)"
"k6","L3","1.599","0.000","0.291","KEGG_ARGININE_AND_PROLINE_METABOLISM","M2551","MSigDB-C2",NA,"CP:KEGG","Homo sapiens","Arginine and proline metabolism","Aoc1 (6.276) Ckb (5.601) Azin2 (2.444) Got1 (2.427) Odc1 (1.746) Oat (-1.322) Sms (1.306) Gamt (1.081) Ass1 (1.076) Pycr2 (0.882)"
"k6","L3","1.599","0.003","0.518","KEGG_HISTIDINE_METABOLISM","M12524","MSigDB-C2",NA,"CP:KEGG","Homo sapiens","Histidine metabolism","Hdc (7.641) Aoc1 (6.276) Aldh3b1 (2.637) Ddc (1.676) Lcmt2 (0.74) Aldh3a2 (0.355) Hemk1 (0.077) Mettl6 (0.066) Aldh3a1 (0.058) Maoa (-0.05)"
"k6","L3","1.599","0.000","-0.256","KEGG_SELENOAMINO_ACID_METABOLISM","M7151","MSigDB-C2",NA,"CP:KEGG","Homo sapiens","Selenoamino acid metabolism","Ggt6 (2.638) Lcmt2 (0.74) Papss1 (-0.209) Hemk1 (0.077) Mat1a (0.072) Mettl6 (0.066) Ggt1 (-0.039) Ahcy (-0.026) Trmt11 (-0.026) Ahcyl2 (-0.015)"
"k6","L3","1.599","0.000","-0.196","KEGG_GLUTATHIONE_METABOLISM","M1840","MSigDB-C2",NA,"CP:KEGG","Homo sapiens","Glutathione metabolism","Ggt6 (2.638) Odc1 (1.746) Gstm7 (1.429) Sms (1.306) Gsto1 (-1.23) Gstp1 (1.17) Gclc (0.807) Gclm (-0.445) Mgst3 (0.181) Gpx3 (0.159)"
"k6","L3","1.599","0.000","-0.306","KEGG_ETHER_LIPID_METABOLISM","M2130","MSigDB-C2",NA,"CP:KEGG","Homo sapiens","Ether lipid metabolism","Pla2g6 (0.83) Lpcat4 (0.555) Pafah1b2 (0.522) Lpcat2 (0.42) Pla2g3 (0.058) Pla2g1b (0.056) Agps (0.047) Enpp2 (0.031) Pafah2 (-0.025) Pla2g4a (0.02)"
"k6","L3","1.599","0.000","-0.321","KEGG_LINOLEIC_ACID_METABOLISM","M2920","MSigDB-C2",NA,"CP:KEGG","Homo sapiens","Linoleic acid metabolism","Pla2g6 (0.83) Akr1b8 (0.829) Pla2g3 (0.058) Pla2g1b (0.056) Cyp3a13 (-0.024) Cyp2j9 (-0.023) Pla2g4a (0.02) Pla2g2d (0.013) Pla2g10 (-0.012) Pla2g2c (0.009)"
"k6","L3","1.599","0.000","-0.349","KEGG_ALPHA_LINOLENIC_ACID_METABOLISM","M311","MSigDB-C2",NA,"CP:KEGG","Homo sapiens","alpha-Linolenic acid metabolism","Pla2g6 (0.83) Acox1 (0.621) Pla2g3 (0.058) Pla2g1b (0.056) Pla2g4a (0.02) Pla2g2d (0.013) Pla2g10 (-0.012) Pla2g2c (0.009) Fads2 (-0.009) Pla2g4e (-0.007)"
"k6","L3","1.599","0.000","0.425","KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS","M13465","MSigDB-C2",NA,"CP:KEGG","Homo sapiens","Terpenoid backbone biosynthesis","Hmgcs2 (3.902) Pdss1 (1.829) Fdps (1.186) Pmvk (0.666) Acat1 (0.562) Hmgcs1 (0.472) Hmgcr (0.202) Ggps1 (0.038) Pdss2 (0.037) Dhdds (0.015)"
"k6","L3","1.599","0.000","0.168","KEGG_CHEMOKINE_SIGNALING_PATHWAY","M4844","MSigDB-C2",NA,"CP:KEGG","Homo sapiens","Chemokine signaling pathway","Gng13 (7.417) Gnb3 (6.958) Cxcl13 (6.689) Pik3r5 (4.603) Rac2 (4.281) Hck (4.271) Plcb3 (3.932) Vav1 (2.68) Ccl7 (2.036) Chuk (1.903)"
"k6","L3","1.599","0.000","0.209","KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM","M9052","MSigDB-C2",NA,"CP:KEGG","Homo sapiens","Phosphatidylinositol signaling system","Pik3r5 (4.603) Itpka (3.936) Plcb3 (3.932) Cds1 (3.094) Inpp5d (2.168) Calm3 (1.903) Calm1 (1.745) Pik3cg (1.736) Pik3r3 (1.716) Synj1 (1.654)"
"k6","L3","1.599","0.000","-0.164","KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS","M15247","MSigDB-C2",NA,"CP:KEGG","Homo sapiens","Ubiquitin mediated proteolysis","Trim37 (1.864) Socs3 (-1.613) Cdc20 (-1.421) Mdm2 (1.295) Anapc11 (0.59) Ube2j2 (0.491) Ube2j1 (0.48) Herc1 (0.466) Pias2 (0.453) Cdc27 (0.446)"
"k6","L3","1.599","0.000","-0.275","KEGG_REGULATION_OF_AUTOPHAGY","M6382","MSigDB-C2",NA,"CP:KEGG","Homo sapiens","Regulation of autophagy","Ulk2 (1.183) Gabarapl1 (1.056) Gabarapl2 (0.975) Atg4a (0.801) Gabarap (0.156) Atg7 (0.076) Becn1 (-0.04) Atg3 (0.033) Pik3r4 (0.029) Atg4d (-0.027)"
"k6","L3","1.599","0.000","0.340","KEGG_TASTE_TRANSDUCTION","M5785","MSigDB-C2",NA,"CP:KEGG","Homo sapiens","Taste transduction","Gng13 (7.417) Gnb3 (6.958) Trpm5 (5.546) Gnat3 (4.256) Prkaca (0.566) Gnas (0.423) Tas1r3 (0.225) Prkx (0.214) Cacna1a (0.11) Prkacb (0.072)"
"k6","L3","1.599","0.000","-0.258","KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION","M9011","MSigDB-C2",NA,"CP:KEGG","Homo sapiens","Vasopressin-regulated water reabsorption","Dync2h1 (3.493) Dync2li1 (3.159) Creb3l4 (1.358) Dynll1 (1.25) Dynll2 (1.181) Creb3l1 (-1.094) Vamp2 (0.632) Prkaca (0.566) Arhgdia (-0.5) Aqp4 (-0.463)"
"k6","L3","1.599","0.000","0.310","KEGG_AUTOIMMUNE_THYROID_DISEASE","M13103","MSigDB-C2",NA,"CP:KEGG","Homo sapiens","Autoimmune thyroid disease","Tg (3.095) H2-Eb1 (2.076) H2-Ab1 (1.514) Fas (1.499) H2-Aa (1.37) H2-DMa (0.217) Il2 (0.098) Il10 (0.095) H2-Ob (0.045) Cd40 (0.042)"
"k6","L3","1.599","0.000","0.216","KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS","M4741","MSigDB-C2",NA,"CP:KEGG","Homo sapiens","Systemic lupus erythematosus","C1qa (2.884) C1qc (2.678) C1qb (2.076) H2-Eb1 (2.076) Actn1 (1.688) H2-Ab1 (1.514) H2-Aa (1.37) Fcgr3 (0.705) H3f3a (0.249) H2-DMa (0.217)"
"k6","L3","1.599","0.000","-0.327","PID_LPA4_PATHWAY","M56","MSigDB-C2",NA,"CP:PID","Homo sapiens","LPA4-mediated signaling events","Prkaca (0.566) Adcy2 (-0.079) Adcy1 (0.051) Adcy7 (0.042) Adcy3 (-0.029) Adcy9 (0.024) Adcy5 (0.012) Prkce (0.012) Creb1 (-0.01) Rps6ka5 (-0.008)"
"k6","L3","1.599","0.000","-0.192","PID_NFAT_3PATHWAY","M113","MSigDB-C2",NA,"CP:PID","Homo sapiens","Role of Calcineurin-dependent NFAT signaling in lymphocytes","Sfn (-1.636) Fkbp1a (1.226) Prkcz (1.105) Bad (0.824) Ywhae (0.698) Prkaca (0.566) Cabin1 (0.225) Chp1 (0.156) Ywhab (-0.138) Gsk3b (-0.072)"
"k6","L3","1.599","0.000","-0.180","PID_MTOR_4PATHWAY","M121","MSigDB-C2",NA,"CP:PID","Homo sapiens","mTOR signaling pathway","Bnip3 (2.037) Sfn (-1.636) Ulk2 (1.183) Ddit4 (-1.143) Ywhae (0.698) Pxn (0.395) Hras (-0.283) Clip1 (0.231) Eef2 (-0.203) Rragd (0.195)"
"k6","L3","1.599","0.000","-0.213","PID_IL2_1PATHWAY","M122","MSigDB-C2",NA,"CP:PID","Homo sapiens","IL2-mediated signaling events","Socs3 (-1.613) Jun (0.842) Grb2 (0.495) Stat1 (0.38) Hras (-0.283) Irs2 (-0.275) Fos (0.241) Raf1 (-0.157) Il2 (0.098) Stam2 (0.075)"
"k6","L3","1.599","0.000","-0.227","PID_PLK1_PATHWAY","M129","MSigDB-C2",NA,"CP:PID","Homo sapiens","PLK1 signaling events","Nudc (2.584) Odf2 (2.397) Cdc20 (-1.421) Kiz (0.7) Golga2 (0.405) Cdc14b (0.266) Sspo (0.183) Cdk1 (-0.143) Ppp2ca (-0.113) Stag2 (0.089)"
"k6","L3","1.599","0.000","0.233","PID_IL8_CXCR2_PATHWAY","M210","MSigDB-C2",NA,"CP:PID","Homo sapiens","IL8- and CXCR2-mediated signaling events","Rac2 (4.281) Hck (4.271) Plcb3 (3.932) Pik3cg (1.736) Arrb1 (1.4) Rab11a (-0.291) Gna14 (-0.249) Ppp2ca (-0.113) Gng2 (0.074) Plcb2 (0.07)"
"k6","L3","1.599","0.000","-0.307","PID_HEDGEHOG_2PATHWAY","M211","MSigDB-C2",NA,"CP:PID","Homo sapiens","Signaling events mediated by the Hedgehog family","Lrpap1 (0.319) Smo (-0.037) Tgfb2 (-0.031) Boc (-0.029) Stil (0.028) Akt1 (-0.021) Hhat (-0.02) Arrb2 (0.014) Ptch1 (0.014) Ihh (0.014)"
"k6","L3","1.599","0.000","-0.281","PID_SYNDECAN_2_PATHWAY","M240","MSigDB-C2",NA,"CP:PID","Homo sapiens","Syndecan-2-mediated signaling events","Cav2 (-1.575) Prkaca (0.566) Hras (-0.283) Ezr (0.211) Sdcbp (0.205) Src (0.061) Mapk3 (-0.055) Tnfrsf13b (0.036) Nf1 (0.03) Fn1 (-0.03)"
"k6","L3","1.599","0.000","0.259","PID_IL8_CXCR1_PATHWAY","M252","MSigDB-C2",NA,"CP:PID","Homo sapiens","IL8- and CXCR1-mediated signaling events","Hck (4.271) Plcb3 (3.932) Pik3cg (1.736) Arrb1 (1.4) Gna14 (-0.249) Gng2 (0.074) Plcb2 (0.07) Lyn (0.028) Cbl (0.026) Akt1 (-0.021)"
"k6","L3","1.599","0.000","-0.229","PID_NCADHERIN_PATHWAY","M266","MSigDB-C2",NA,"CP:PID","Homo sapiens","N-cadherin signaling events","Cdc42 (-0.227) Rock1 (0.172) Fer (0.111) Gsn (-0.1) Rac1 (-0.085) Ctnnd1 (0.081) Cdh2 (0.076) Pip5k1c (0.065) Daglb (0.057) Ptpn11 (0.047)"
"k6","L3","1.599","0.000","-0.146","GO_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_NONSENSE_MEDIATED_DECAY","M15478","MSigDB-C5",NA,"GO:BP","Homo sapiens","The nonsense-mediated decay pathway for nuclear-transcribed mRNAs degrades mRNAs in which an amino-acid codon has changed to a nonsense codon; this prevents the translation of such mRNAs into truncated, and potentially harmful, proteins. [GOC:krc, GOC:ma, PMID:10025395]","Skiv2l (0.859) Dcp2 (0.705) Uba52 (0.666) Rps26 (0.441) Rpl23 (-0.416) Rpl34 (-0.4) Rps10 (0.383) Rplp1 (0.38) Upf3b (0.36) Rplp2 (0.359)"
"k6","L3","1.599","0.000","-0.097","GO_PROTEIN_POLYUBIQUITINATION","M13882","MSigDB-C5",NA,"GO:BP","Homo sapiens","Addition of multiple ubiquitin groups to a protein, forming a ubiquitin chain. [ISBN:0815316194]","Psmd9 (1.946) Thop1 (1.859) Spsb1 (1.832) Rnf41 (1.55) Traf3ip2 (1.47) Ube2t (1.447) Mdm2 (1.295) Fbxw9 (1.295) Trim3 (-1.217) Rnf14 (1.178)"
"k6","L3","1.599","0.000","0.351","GO_POLYSACCHARIDE_CATABOLIC_PROCESS","M12148","MSigDB-C5",NA,"GO:BP","Homo sapiens","The chemical reactions and pathways resulting in the breakdown of a polysaccharide, a polymer of many (typically more than 10) monosaccharide residues linked glycosidically. [GOC:go_curators]","Chia1 (3.632) Pygl (2.83) Pgm2l1 (2.305) Calm1 (1.745) Pgm1 (1.289) Phkg2 (0.91) Stbd1 (-0.555) Phkg1 (0.347) Phka2 (0.03) Pygm (0.024)"
"k6","L3","1.599","0.000","-0.099","GO_RNA_SPLICING_VIA_TRANSESTERIFICATION_REACTIONS","M8362","MSigDB-C5",NA,"GO:BP","Homo sapiens","Splicing of RNA via a series of two transesterification reactions. [GOC:krc]","Khdrbs3 (3.768) Rbm24 (3.163) Snrnp25 (1.857) BC005624 (1.534) Hmx2 (1.468) Prpf40b (1.232) Dhx16 (1.222) Snrpn (1.159) Srsf7 (-0.993) Fip1l1 (0.969)"
"k6","L3","1.599","0.000","-0.145","GO_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS","M22162","MSigDB-C5",NA,"GO:BP","Homo sapiens","The chemical reactions and pathways resulting in the breakdown of nuclear-transcribed mRNAs in eukaryotic cells. [GOC:krc]","Skiv2l (0.859) Cnot8 (0.727) Dcp2 (0.705) Uba52 (0.666) Ago2 (0.657) Cnot1 (0.545) Dis3l2 (0.528) Rps26 (0.441) Rpl23 (-0.416) Rpl34 (-0.4)"
"k6","L3","1.599","0.000","-0.103","GO_OSSIFICATION","M14199","MSigDB-C5",NA,"GO:BP","Homo sapiens","The formation of bone or of a bony substance, or the conversion of fibrous tissue or of cartilage into bone or a bony substance. [GOC:mtg_mpo, PMID:17572649]","Calca (6.336) Wnt11 (5.672) Alox5 (4.754) Ctsk (4.341) Slc24a3 (2.651) Ift80 (2.496) Fhl2 (2.093) Intu (2.03) Kremen1 (1.962) Bmp2k (1.688)"
"k6","L3","1.599","0.000","-0.170","GO_OSTEOBLAST_DIFFERENTIATION","M11227","MSigDB-C5",NA,"GO:BP","Homo sapiens","The process whereby a relatively unspecialized cell acquires the specialized features of an osteoblast, a mesodermal or neural crest cell that gives rise to bone. [CL:0000062, GO_REF:0000034, GOC:jid]","Wnt11 (5.672) Ift80 (2.496) Fhl2 (2.093) Wnt4 (-1.609) Cited1 (1.599) Smad5 (1.426) Areg (-1.425) Tnc (1.405) Creb3l1 (-1.094) Ifitm1 (0.945)"
"k6","L3","1.599","0.000","-0.129","GO_UROGENITAL_SYSTEM_DEVELOPMENT","M14876","MSigDB-C5",NA,"GO:BP","Homo sapiens","The process whose specific outcome is the progression of the urogenital system over time, from its formation to the mature structure. [GOC:go_curators]","Wnt11 (5.672) Foxj1 (5.007) Traf3ip1 (4.22) Trp73 (3.836) Ift88 (3.695) Ift27 (2.797) Rpgrip1l (2.559) Cep290 (2.439) Wdpcp (2.286) Nphp3 (2.222)"
"k6","L3","1.599","0.000","-0.191","GO_METANEPHROS_DEVELOPMENT","M10490","MSigDB-C5",NA,"GO:BP","Homo sapiens","The process whose specific outcome is the progression of the metanephros over time, from its formation to the mature structure. In mammals, the metanephros is the excretory organ of the fetus, which develops into the mature kidney and is formed from the rear portion of the nephrogenic cord. The metanephros is an endocrine and metabolic organ that filters the blood and excretes the end products of body metabolism in the form of urine. [GOC:bf, ISBN:0192800752]","Foxj1 (5.007) Wnt4 (-1.609) Cited1 (1.599) Kif26b (0.824) Hnf1b (0.742) Six4 (0.63) Id2 (-0.582) Acat1 (0.562) Hes1 (-0.433) Aqp2 (0.415)"
"k6","L3","1.599","0.000","-0.130","GO_TEMPERATURE_HOMEOSTASIS","M16432","MSigDB-C5",NA,"GO:BP","Homo sapiens","A homeostatic process in which an organism modulates its internal body temperature. [GOC:jl]","Cxcr4 (1.899) Acot13 (1.874) Slc27a1 (1.446) Appl2 (1.148) Adipor2 (0.989) Adrb2 (-0.895) Fh1 (0.793) Ucp2 (0.705) Per2 (0.702) Mfn2 (0.649)"
"k6","L3","1.599","0.000","-0.101","GO_AMEBOIDAL_TYPE_CELL_MIGRATION","M11839","MSigDB-C5",NA,"GO:BP","Homo sapiens","Cell migration that is accomplished by extension and retraction of a pseudopodium. [GOC:dph]","Cxcl13 (6.689) Wnt11 (5.672) Apoe (2.449) Wdpcp (2.286) Dnaja4 (1.936) Pik3r3 (1.716) Paxip1 (1.369) Sema3e (1.301) Cib1 (1.169) Appl2 (1.148)"
"k6","L3","1.599","0.001","-0.211","GO_MORPHOGENESIS_OF_A_BRANCHING_STRUCTURE","M14729","MSigDB-C5",NA,"GO:BP","Homo sapiens","The process in which the anatomical structures of branches are generated and organized. A branch is a division or offshoot from a main stem. Examples in animals would include blood vessels, nerves, lymphatics and other endothelial or epithelial tubes. [ISBN:0721662544]","Socs3 (-1.613) Wnt4 (-1.609) Mks1 (1.601) Cited1 (1.599) Areg (-1.425) Tnc (1.405) Sema3e (1.301) Srf (1.114) Ddr1 (1.095) Adm (-1.016)"
"k6","L3","1.599","0.000","-0.161","GO_NEURAL_TUBE_FORMATION","M15370","MSigDB-C5",NA,"GO:BP","Homo sapiens","The formation of a tube from the flat layer of ectodermal cells known as the neural plate. This will give rise to the central nervous system. [GOC:dph, ISBN:0878932437]","Ift172 (3.765) Ift57 (3.311) Nphp3 (2.222) Cc2d2a (1.864) Ift122 (1.849) Tctn1 (1.769) Fuz (1.758) Bbs4 (1.629) Mks1 (1.601) Tulp3 (1.525)"
"k6","L3","1.599","0.000","-0.161","GO_PLACENTA_DEVELOPMENT","M15526","MSigDB-C5",NA,"GO:BP","Homo sapiens","The process whose specific outcome is the progression of the placenta over time, from its formation to the mature structure. The placenta is an organ of metabolic interchange between fetus and mother, partly of embryonic origin and partly of maternal origin. [GOC:add, ISBN:068340007X]","Etnk2 (2.234) Socs3 (-1.613) Cited1 (1.599) Ccdc134 (1.576) Stox2 (1.354) Adm (-1.016) Tppp3 (0.887) Med1 (0.71) Hsp90ab1 (0.67) Dnajb6 (0.669)"
"k6","L3","1.599","0.000","-0.239","GO_EMBRYONIC_PLACENTA_DEVELOPMENT","M12216","MSigDB-C5",NA,"GO:BP","Homo sapiens","The embryonically driven process whose specific outcome is the progression of the placenta over time, from its formation to the mature structure. The placenta is an organ of metabolic interchange between fetus and mother, partly of embryonic origin and partly of maternal origin. [GOC:add, ISBN:068340007X]","Socs3 (-1.613) Cited1 (1.599) Adm (-1.016) Med1 (0.71) Dnajb6 (0.669) Junb (-0.653) Tfeb (0.581) Cebpb (0.579) Grb2 (0.495) Hes1 (-0.433)"
"k6","L3","1.599","0.000","-0.229","GO_RETINA_HOMEOSTASIS","M15299","MSigDB-C5",NA,"GO:BP","Homo sapiens","A tissue homeostatic process involved in the maintenance of an internal equilibrium within the retina of the eye, including control of cellular proliferation and death and control of metabolic function. [GOC:add, GOC:dph, GOC:tb, PMID:15365173, PMID:15365178]","Mak (4.308) Lca5 (3.233) Mdm1 (2.783) Nphp4 (2.675) Spata7 (2.506) Nphp3 (2.222) Azgp1 (-1.97) Crocc (1.911) Bbs1 (1.663) Bbs4 (1.629)"
"k6","L3","1.599","0.000","-0.164","GO_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_PROLIFERATION","M15832","MSigDB-C5",NA,"GO:BP","Homo sapiens","Any process that activates or increases the rate or extent of endothelial cell proliferation. [GOC:add]","Cav2 (-1.575) Jun (0.842) Cdh13 (0.696) Scg2 (0.579) Pgf (0.575) Ang (0.54) Hmgb2 (0.462) Nrp1 (0.461) Pdcl3 (-0.298) F3 (-0.23)"
"k6","L3","1.599","0.000","0.515","GO_REGULATION_OF_THE_FORCE_OF_HEART_CONTRACTION","M13092","MSigDB-C5",NA,"GO:BP","Homo sapiens","Any process that modulates the extent of heart contraction, changing the force with which blood is propelled. [GOC:dph, GOC:tb, PMID:10358008]","Myl4 (6.233) Chga (5.834) Atp1a2 (2.648) Atp2a2 (1.481) Adm (-1.016) Atp1a1 (0.245) Nos3 (0.174) Edn2 (0.094) Ryr2 (0.065) Adrb1 (-0.02)"
"k6","L3","1.599","0.000","-0.388","GO_POSITIVE_REGULATION_OF_NEUROBLAST_PROLIFERATION","M11631","MSigDB-C5",NA,"GO:BP","Homo sapiens","Any process that activates or increases the rate of neuroblast proliferation. [GOC:dph]","Kdm1a (0.059) Ctnnb1 (-0.046) Smo (-0.037) Hif1a (-0.033) Vegfc (-0.029) Smarcd3 (-0.027) Vegfa (-0.016) Sox10 (0.012) Gli3 (0.008) Cx3cr1 (0.006)"
"k6","L3","1.599","0.000","-0.199","GO_CHONDROCYTE_DIFFERENTIATION","M13053","MSigDB-C5",NA,"GO:BP","Homo sapiens","The process in which a chondroblast acquires specialized structural and/or functional features of a chondrocyte. A chondrocyte is a polymorphic cell that forms cartilage. [GOC:dph]","Ift80 (2.496) Poc1a (1.567) Col27a1 (1.32) Smad7 (0.976) Por (-0.938) Tgfbr2 (0.512) Sox9 (-0.385) Smpd3 (0.318) Fgfr3 (-0.19) Osr2 (0.165)"
"k6","L3","1.599","0.000","-0.119","GO_EPITHELIAL_CELL_DEVELOPMENT","M10678","MSigDB-C5",NA,"GO:BP","Homo sapiens","The process whose specific outcome is the progression of an epithelial cell over time, from its formation to the mature structure. An epithelial cell is a cell usually found in a two-dimensional sheet with a free surface. [GOC:dph]","Foxj1 (5.007) Hydin (4.828) Ift74 (3.015) Rfx3 (2.587) Wdpcp (2.286) Rilpl2 (1.954) Cxcr4 (1.899) Slc9a3r1 (1.707) Sfn (-1.636) Slitrk6 (1.616)"
"k6","L3","1.599","0.000","-0.303","GO_POSITIVE_REGULATION_OF_RECEPTOR_INTERNALIZATION","M13693","MSigDB-C5",NA,"GO:BP","Homo sapiens","Any process that activates or increases the frequency, rate or extent of receptor internalization. [GOC:hjd]","Cd63 (-3.313) Arrb1 (1.4) Ahi1 (1.398) Ntf3 (-1.252) Pick1 (0.909) Plcg2 (0.369) Magi2 (0.083) Angpt1 (-0.027) Apela (0.022) Sfrp4 (-0.016)"
"k6","L3","1.599","0.000","-0.319","GO_ORGAN_OR_TISSUE_SPECIFIC_IMMUNE_RESPONSE","M11805","MSigDB-C5",NA,"GO:BP","Homo sapiens","An immune response taking place in an organ or tissues such as the liver, brain, mucosa, or nervous system tissues. [GO_REF:0000022, GOC:jal]","Bpifb1 (0.201) Ltf (0.191) Otud7b (0.178) Rab17 (-0.083) Ifnlr1 (0.064) Pla2g1b (0.056) Bpifa1 (-0.055) Gcnt3 (0.014) Ffar2 (0.013) Il6 (-0.011)"
"k6","L3","1.599","0.000","0.239","GO_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_CIRCULATING_IMMUNOGLOBULIN","M14749","MSigDB-C5",NA,"GO:BP","Homo sapiens","An immune response dependent upon secreted immunoglobulin. An example of this process is found in Mus musculus. [GO_REF:0000022, GOC:add, ISBN:0781735149]","Foxj1 (5.007) C1qa (2.884) Ptpn6 (2.728) C1qc (2.678) C1qb (2.076) H2-Eb1 (2.076) H2-Ab1 (1.514) Cd81 (-1.408) Zp3 (0.183) C1qbp (-0.133)"
"k6","L3","1.599","0.000","0.529","GO_GERMINAL_CENTER_FORMATION","M22258","MSigDB-C5",NA,"GO:BP","Homo sapiens","The process in which germinal centers form. A germinal center is a specialized microenvironment formed when activated B cells enter lymphoid follicles. Germinal centers are the foci for B cell proliferation and somatic hypermutation. [GO_REF:0000022, GOC:jal, ISBN:081533642X]","Cxcl13 (6.689) Foxj1 (5.007) Unc13d (1.088) Bcl6 (-0.036) Mef2c (0.033) Pkn1 (0.012) Ada (-0.01) Adam17 (0.007) Tnfaip3 (0.003) Klhl6 (0.003)"
"k6","L3","1.599","0.263","0.936","GO_LEUKOCYTE_MIGRATION_INVOLVED_IN_INFLAMMATORY_RESPONSE","M16132","MSigDB-C5",NA,"GO:BP","Homo sapiens","The movement of a leukocyte within or between different tissues and organs of the body contributing to an inflammatory response. [GOC:add, ISBN:0781735149, PMID:14680625, PMID:14708592, PMID:7507411, PMID:8600538]","Adam8 (5.84) Jam3 (5.251) Alox5 (4.754) Lbp (0.991) Ptn (-0.075) Itgb2 (0.015) Ffar2 (0.013) S100a8 (-0.011) Mdk (-0.011) Slamf8 (-0.01)"
