"topic","CS","lbf","pip","coef","name","id","database","accession","sub_category_code","organism","description_brief","top_genes"
"k11","L10","21.750","1.000","0.937","GO_THYROID_GLAND_DEVELOPMENT","M16540","MSigDB-C5",NA,"GO:BP","Homo sapiens","The process whose specific outcome is the progression of the thyroid gland over time, from its formation to the mature structure. The thyroid gland is an endoderm-derived gland that produces thyroid hormone. [GOC:dgh]","Tg (6.391) Foxe1 (4.904) Hoxa5 (2.713) Hoxa3 (2.125) Six1 (-0.034) Pax8 (0.019) Mapk1 (0.017) Nkx2-1 (0.012) Srf (-0.011) Smad3 (-0.008)"
"k11","L5","22.916","0.055","0.995","REACTOME_SIGNAL_REGULATORY_PROTEIN_FAMILY_INTERACTIONS","M925","MSigDB-C2",NA,"CP:REACTOME","Homo sapiens","Signal regulatory protein family interactions","Fyb (5.821) Ptpn6 (4.258) Skap2 (2.156) Cd47 (1.88) Sftpd (0.151) Tyrobp (-0.038) Src (-0.034) Sftpa1 (-0.025) Ptk2 (-0.014) Ptpn11 (0.004)"
"k11","L5","22.916","0.926","0.636","WP_MICROGLIA_PATHOGEN_PHAGOCYTOSIS_PATHWAY","M39695","MSigDB-C2",NA,"CP:WIKIPATHWAYS","Homo sapiens","Microglia Pathogen Phagocytosis Pathway","Hck (6.057) Pik3cg (4.779) Rac2 (4.394) Vav1 (4.278) Ptpn6 (4.258) Pik3r1 (1.13) Plcg2 (0.871) Lyn (0.544) C1qb (-0.047) Pik3ca (0.04)"
"k12","L1","311.801","1.000","1.343","RICKMAN_HEAD_AND_NECK_CANCER_D","M19164","MSigDB-C2",NA,"CGP","Homo sapiens","Cluster d: genes identifying an intrinsic group in head and neck squamous cell carcinoma (HNSCC).","Scgb3a1 (6.842) Muc5b (6.085) Ltf (5.818) Bpifa1 (5.512) Bpifb1 (5.473) Agr2 (2.83) Trf (2.821) Pigr (1.525) Dmbt1 (1.502) Clu (1.158)"
"k12","L2","105.984","1.000","-0.373","Oxidative phosphorylation","83142","BioSystems-kegg","mmu00190",NA,NA,NA,"Ndufa11 (-2.03) Cox6c (-1.975) Ndufc2 (-1.735) Ndufb2 (-1.721) Atp6v1d (-1.484) Cox7a2 (-1.446) Ndufa6 (-1.41) Atp5b (-1.397) Atp5j (-1.331) Cox6a1 (-1.263)"
"k12","L3","135.594","1.000","1.255","DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_RESPIRATORY_EPITHELIAL_CELLS","M39293","MSigDB-C8",NA,"","Homo sapiens","","Ltf (5.818) Bpifa1 (5.512) Bpifb1 (5.473) Scgb1a1 (4.524) Pigr (1.525) Dmbt1 (1.502) Sbpl (0.765) Ier3 (0.503) Lyz2 (0.298) Slpi (0.062)"
"k12","L4","48.153","1.000","0.875","NAKAMURA_LUNG_CANCER_DIFFERENTIATION_MARKERS","M13656","MSigDB-C2",NA,"CGP","Homo sapiens","14 candidate differentiation markers in lung adenocarcinoma cells, noncancerous lung cells and peripheral blood cells.","Sftpa1 (6.207) Scgb1a1 (4.524) Muc4 (0.235) Sftpb (0.19) Dnaic2 (0.056) Iqcg (0.049) Fabp6 (0.028) Rarres2 (-0.011) Dnaaf1 (0.01) Sftpc (-0.006)"
"k12","L5","75.428","1.000","0.863","GO_ENDOCYTIC_VESICLE_LUMEN","M17389","MSigDB-C5",NA,"GO:CC","Homo sapiens","The volume enclosed by the membrane of an endocytic vesicle. [GOC:pde]","Ltf (5.818) Scgb3a2 (5.419) Pglyrp1 (3.244) Hp (1.794) Calr (-0.772) Hsp90b1 (-0.49) Hpx (0.044) Hsph1 (-0.038) Sparc (-0.026) Apoe (-0.019)"
"k12","L6","55.293","1.000","-0.153","HSIAO_HOUSEKEEPING_GENES","M11197","MSigDB-C2",NA,"CGP","Homo sapiens","Housekeeping genes identified as expressed across 19 normal tissues.","Calm2 (-3.352) Fkbp1a (-2.279) Ptma (-2.015) Cox6c (-1.975) Srp14 (-1.885) Eif1 (-1.745) H3f3a (-1.574) Gsto1 (1.549) Cox7a2 (-1.446) Hint1 (-1.421)"
"k12","L7","47.025","0.998","0.708","REACTOME_SYNTHESIS_OF_LEUKOTRIENES_LT_AND_EOXINS_EX_","M27137","MSigDB-C2",NA,"CP:REACTOME","Homo sapiens","Synthesis of Leukotrienes (LT) and Eoxins (EX)","Alox15 (4.271) Cyp4a12b (4.052) Cyp4f15 (1.483) Ptgr1 (0.519) Mapkapk2 (-0.052) Dpep2 (-0.038) Alox5ap (-0.029) Alox5 (0.02) Ggt1 (0.015) Ltc4s (0.014)"
"k12","L8","46.728","1.000","0.408","Drug metabolism - cytochrome P450","83229","BioSystems-kegg","mmu00982",NA,NA,NA,"Aldh3a1 (3.594) Aox3 (3.336) Fmo3 (2.392) Adh7 (2.042) Gsto1 (1.549) Gsto2 (1.394) Mgst1 (1.286) Gstm1 (0.773) Mgst3 (-0.168) Gstm2 (0.139)"
"k12","L9","56.241","1.000","-0.200","MENON_FETAL_KIDNEY_7_LOOPOF_HENLE_CELLS_DISTAL","M39257","MSigDB-C8",NA,"","Homo sapiens","","Cystm1 (-2.368) Cox6c (-1.975) Cd24a (-1.882) Ndufc2 (-1.735) Ndufb2 (-1.721) Epcam (-1.595) Smdt1 (-1.494) Cox7a2 (-1.446) Ndufa6 (-1.41) Atp5b (-1.397)"
"k12","L10","39.676","0.996","0.711","HP_MULTIPLE_PULMONARY_CYSTS","M36784","MSigDB-C5",NA,"HPO","Homo sapiens","Multiple pulmonary cysts","Sftpa1 (6.207) Muc5b (6.085) Dpp9 (-0.065) Dsp (-0.057) Parn (-0.031) Abca3 (0.028) Fam13a (-0.023) Sftpc (-0.006) Atp11a (-0.005) Rtel1 (0.004)"
"k8+k9","L1","280.263","1.000","0.585","GAO_ESOPHAGUS_25W_C1_CILIATED_EPITHELIAL_CELLS","M39136","MSigDB-C8",NA,"","Homo sapiens","","Mlf1 (6.5) Cfap126 (5.993) Sntn (5.481) Rsph1 (5.345) Prr29 (5.206) 1110017D15Rik (4.918) Tekt4 (4.904) Morn3 (4.892) 6820408C15Rik (4.803) Ldlrad1 (4.546)"
"k8+k9","L2","316.351","1.000","1.028","DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_RESPIRATORY_CILIATED_CELLS","M39285","MSigDB-C8",NA,"","Homo sapiens","","Dynlrb2 (6.758) Mlf1 (6.5) Cfap126 (5.993) Pifo (5.582) Sntn (5.481) Ccdc153 (5.391) Rsph1 (5.345) Nme5 (5.246) Dmkn (5.139) Morn5 (5.001)"
"k8+k9","L3","168.369","1.000","0.453","CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_2","M3062","MSigDB-C2",NA,"CGP","Homo sapiens","The 'group 2 set' of genes associated with acquired endocrine therapy resistance in breast tumors expressing ESR1 and ERBB2 [GeneID=2099;2064].","Dynlrb2 (6.758) Mlf1 (6.5) 1700016K19Rik (6.15) Cfap126 (5.993) Meig1 (5.87) Pifo (5.582) Ccdc113 (5.553) Sntn (5.481) Rsph1 (5.345) Nme5 (5.246)"
"k8+k9","L4","84.151","1.000","0.554","GO_MOTILE_CILIUM","M17253","MSigDB-C5",NA,"GO:CC","Homo sapiens","A cilium which may have a variable arrangement of axonemal microtubules and also contains molecular motors. It may beat with a whip-like pattern that promotes cell motility or transport of fluids and other cells across a cell surface, such as on epithelial cells that line the lumenal ducts of various tissues; or they may display a distinct twirling motion that directs fluid flow asymmetrically across the cellular surface to affect asymmetric body plan organization. Motile cilia can be found in single as well as multiple copies per cell. [GOC:cilia, GOC:dgh, GOC:kmv, PMID:17009929, PMID:20144998, PMID:22118931]","Rsph1 (5.345) Nme5 (5.246) Tekt4 (4.904) Enkur (4.616) Tekt1 (4.565) Mns1 (4.421) Spef1 (4.351) Cfap52 (4.14) Drc1 (4.118) Ak8 (4.041)"
"k8+k9","L6","101.490","1.000","0.409","SENGUPTA_NASOPHARYNGEAL_CARCINOMA_DN","M12671","MSigDB-C2",NA,"CGP","Homo sapiens","Genes down-regulated in nsopharyngeal carcinoma relative to the normal tissue.","Dynlrb2 (6.758) Cfap126 (5.993) Pifo (5.582) Ccdc113 (5.553) Sntn (5.481) Rsph1 (5.345) Dmkn (5.139) Morn5 (5.001) 1110017D15Rik (4.918) Morn3 (4.892)"
"k8+k9","L7","74.248","1.000","0.326","GO_CILIUM_ORGANIZATION","M13049","MSigDB-C5",NA,"GO:BP","Homo sapiens","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a cilium, a specialized eukaryotic organelle that consists of a filiform extrusion of the cell surface. Each cilium is bounded by an extrusion of the cytoplasmic membrane, and contains a regular longitudinal array of microtubules, anchored basally in a centriole. [GOC:cilia, GOC:jl]","Dynlrb2 (6.758) Cfap126 (5.993) Ccdc113 (5.553) Rsph1 (5.345) Nme5 (5.246) Tekt4 (4.904) Tekt1 (4.565) Mns1 (4.421) Ift43 (4.214) Cfap52 (4.14)"
"k8+k9","L9","6.461","0.998","-0.553","DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_BOWMANS_GLAND","M39283","MSigDB-C8",NA,"","Homo sapiens","","Ppp1r1b (-2.471) Cldn10 (-2.065) Hp (-1.722) Lrrc26 (-1.588) Cxcl17 (1.203) Lyz2 (-1.127) Azgp1 (-0.057) Gsta1 (-0.049) Xbp1 (0.048) Slpi (-0.047)"
"k8+k9","L10","17.274","0.412","-0.357","Anchoring of the basal body to the plasma membrane","1367358","BioSystems-reactome","R-MMU-5620912",NA,NA,NA,"Cep83 (2.788) Tubb4b (2.423) Dynll1 (2.3) Cetn2 (1.762) Tuba4a (-1.69) Tubb5 (-1.523) Nphp1 (1.49) Tuba1a (1.411) Prkar2b (1.373) B9d1 (1.364)"
"k8+k9","L10","17.274","0.250","-0.350","GO_CILIARY_BASAL_BODY_PLASMA_MEMBRANE_DOCKING","M24787","MSigDB-C5",NA,"GO:BP","Homo sapiens","The docking of a cytosolic centriole/basal body to the plasma membrane via the ciliary transition fibers. In some species this may happen via an intermediate step, by first docking to the ciliary vesicle via the ciliary transition fibers. The basal body-ciliary vesicle then relocates to the plasma membrane, followed by the ciliary vesicle fusing with the plasma membrane, effectively attaching the basal body to the plasma membrane. [GOC:cilia, PMID:13978319, PMID:23348840, PMID:23530209, PMID:25686250, PMID:26981235, Reactome:R-HSA-5620912.1]","Cep83 (2.788) Tubb4b (2.423) Dynll1 (2.3) Cetn2 (1.762) Tuba4a (-1.69) Hsp90aa1 (1.588) Tubb5 (-1.523) Nphp1 (1.49) Tuba1a (1.411) Prkar2b (1.373)"
"k8+k9","L10","17.274","0.330","-0.350","REACTOME_ANCHORING_OF_THE_BASAL_BODY_TO_THE_PLASMA_MEMBRANE","M27478","MSigDB-C2",NA,"CP:REACTOME","Homo sapiens","Anchoring of the basal body to the plasma membrane","Cep83 (2.788) Tubb4b (2.423) Dynll1 (2.3) Cetn2 (1.762) Tuba4a (-1.69) Hsp90aa1 (1.588) Tubb5 (-1.523) Nphp1 (1.49) Tuba1a (1.411) Prkar2b (1.373)"
"k8+k9","L8","2.683","0.006","0.409","Histidine metabolism","83158","BioSystems-kegg","mmu00340",NA,NA,NA,"Hdc (5.71) Aldh3b1 (4.385) Aoc1 (3.997) Maoa (-0.119) Hnmt (-0.089) Aldh1b1 (-0.087) Aldh1a3 (-0.063) Amdhd1 (-0.049) Aldh2 (-0.048) Carnmt1 (-0.047)"
"k8+k9","L8","2.683","0.011","0.442","adenosine nucleotides de novo biosynthesis","542877","BioSystems-biocyc","MOUSE_PWY-6126",NA,NA,NA,"Nme5 (5.246) Ak8 (4.041) Ak7 (3.274) Nme7 (1.828) Adss (0.711) Nme1 (-0.511) Ak1 (0.407) Rrm2b (-0.067) Nme6 (0.05) Rrm2 (0.037)"
"k8+k9","L8","2.683","0.002","-0.204","LIU_PROSTATE_CANCER_UP","M4619","MSigDB-C2",NA,"CGP","Homo sapiens","Genes up-regulated in prostate cancer samples.","Rap1gap (-3.151) Marcksl1 (-1.697) Gadd45g (-1.268) Epcam (-1.122) Dnah5 (0.814) Bzw2 (-0.39) Akr1a1 (-0.367) Pdia5 (-0.349) Reps2 (-0.339) Map2k6 (-0.236)"
"k8+k9","L8","2.683","0.006","0.464","TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_GRANULOCYTE_DN","M17148","MSigDB-C2",NA,"CGP","Homo sapiens","Genes down-regulated in granulocytes by RUNX1-RUNX1T1 [GeneID=861;862] fusion.","Hdc (5.71) Adam8 (3.252) Gdpd5 (-0.077) Il10ra (-0.049) Hba-a1 (-0.049) Pde4c (-0.047) Alox5 (-0.04) Cpa3 (-0.039) Pilra (-0.038) Entpd1 (-0.029)"
"k8+k9","L8","2.683","0.001","-0.345","TOMIDA_METASTASIS_UP","M17830","MSigDB-C2",NA,"CGP","Homo sapiens","Up-regulated genes associated with the acquision of metastatic potential in LNM35 cells (large cell lung cancer).","Ckap4 (-2.981) Tuba4a (-1.69) Tubb5 (-1.523) Pttg1 (0.641) Tmsb4x (-0.623) Gnai2 (-0.594) Ier3 (-0.502) Hsp90ab1 (0.41) Ech1 (0.331) Gnas (-0.324)"
"k8+k9","L8","2.683","0.002","0.478","BOWIE_RESPONSE_TO_TAMOXIFEN","M3283","MSigDB-C2",NA,"CGP","Homo sapiens","Genes up-regulated  by tamoxifen [PubChem=5376] in HMEC-E6 cells (mammary epithelial cells damaged by expression of HPV-16 E6 [GeneID=1489078]).","Ifitm1 (3.567) Ifi35 (1.862) Ifit3 (1.073) Oas2 (0.136) Irf9 (0.042) Ifngr1 (0.028) Isg15 (-0.02) Oas1g (0.018) Irf1 (0.014) Ifit1bl1 (-0.014)"
"k8+k9","L8","2.683","0.004","0.497","XU_RESPONSE_TO_TRETINOIN_DN","M12964","MSigDB-C2",NA,"CGP","Homo sapiens","Genes down-regulated in NB4 cells (acute promyelocytic leukemia, APL) by tretinoin [PubChem=444795] alone.","Mok (2.95) Anxa8 (2.212) Tpm4 (1.154) Anxa2 (1.078) Ppp3ca (0.062) Ube3a (-0.034) Nthl1 (0.016) Fubp3 (-0.01) Gars (0.01) Eci2 (-0.01)"
"k8+k9","L8","2.683","0.004","0.477","TSAI_DNAJB4_TARGETS_UP","M13669","MSigDB-C2",NA,"CGP","Homo sapiens","Genes up-regulated in CL1-5 cells (lung cancer) overexpressing DNAJB4 [GeneID=11080] off a plasmid vector.","Ifitm1 (3.567) Cdkn1a (1.427) Txnip (1.141) Ifit3 (1.073) Irf9 (0.042) Sesn2 (-0.041) Timp3 (0.03) Ccng2 (-0.021) Isg15 (-0.02) Ifit1bl1 (-0.014)"
"k8+k9","L8","2.683","0.344","0.494","BYSTRYKH_HEMATOPOIESIS_STEM_CELL_SCP2_QTL_TRANS","M1998","MSigDB-C2",NA,"CGP","Mus musculus","Genes trans-regulated by the hematopoietic stem cell (HSC) proliferation QTL (quantitative trait locus) Scp2.","Sftpc (4.559) Myl4 (3.895) Zc2hc1c (1.296) Txnip (1.141) Srsf10 (0.656) Hsp90ab1 (0.41) Atp7b (0.068) Lif (-0.056) Fmo1 (-0.054) Dhx40 (0.035)"
"k8+k9","L8","2.683","0.002","0.349","KEGG_HISTIDINE_METABOLISM","M12524","MSigDB-C2",NA,"CP:KEGG","Homo sapiens","Histidine metabolism","Hdc (5.71) Aldh3b1 (4.385) Aoc1 (3.997) Maoa (-0.119) Hnmt (-0.089) Aldh1b1 (-0.087) Aldh1a3 (-0.063) Amdhd1 (-0.049) Aldh2 (-0.048) Ddc (-0.046)"
"k8+k9","L8","2.683","0.539","0.177","GSE18281_SUBCAPSULAR_CORTICAL_REGION_VS_WHOLE_CORTEX_THYMUS_UP","M7251","MSigDB-C7",NA,"","Mus musculus","Genes up-regulated in thymus subcapsular cortical region versus the whole cortex.","Tekt1 (4.565) Sftpc (4.559) BC051019 (4.363) Spef1 (4.351) Dnajb13 (3.966) Lrrc23 (3.692) Calml4 (3.481) Cyp2s1 (3.344) Mok (2.95) Fhit (2.831)"
"k8+k9","L8","2.683","0.002","-0.179","GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM","M11209","MSigDB-C5",NA,"GO:BP","Homo sapiens","The directed movement of a protein to a specific location in the endoplasmic reticulum. [GOC:mah]","Srpr (-1.854) Pmm1 (-1.495) Rps2 (-0.947) Rpl30 (-0.919) Rps5 (-0.811) Rpl7 (-0.77) Rpl32 (-0.763) Rps18 (-0.747) Rps19 (-0.739) Ssr3 (-0.673)"
"k8+k9","L8","2.683","0.001","0.403","GO_POSITIVE_REGULATION_OF_PROTEIN_MATURATION","M10076","MSigDB-C5",NA,"GO:BP","Homo sapiens","Any process that activates or increases the frequency, rate or extent of protein maturation. [GO_REF:0000058, GOC:TermGenie, GOC:vw]","Adam8 (3.252) Gsn (2.953) Bag2 (1.418) Klkb1 (0.175) Timm17a (-0.171) Eno1 (0.146) Mmp14 (-0.099) Src (0.082) Lpcat3 (-0.033) Plgrkt (-0.03)"
"k8+k9","L8","2.683","0.002","0.463","GO_NUCLEOSIDE_DIPHOSPHATE_KINASE_ACTIVITY","M18187","MSigDB-C5",NA,"GO:MF","Homo sapiens","Catalysis of the reaction: ATP + nucleoside diphosphate = ADP + nucleoside triphosphate. [EC:2.7.4.6]","Nme5 (5.246) Ak8 (4.041) Ak7 (3.274) Nme7 (1.828) Nme1 (-0.511) Ak1 (0.407) Ak9 (0.103) Nme6 (0.05) Cmpk1 (-0.028) Cmpk2 (-0.017)"
"k8+k9","L8","2.683","0.008","0.535","GO_MYOSIN_II_BINDING","M26676","MSigDB-C5",NA,"GO:MF","Homo sapiens","Interacting selectively and non-covalently with a class II myosin, any member of the class of 'conventional' double-headed myosins that includes muscle myosin. [GOC:mah, http://www.mrc-lmb.cam.ac.uk/myosin/Review/Reviewframeset.html]","Myl4 (3.895) Gsn (2.953) Slc9a3r1 (1.581) Stxbp5l (-0.053) Shroom1 (-0.045) Shroom4 (-0.025) Stxbp5 (-0.025) Triobp (-0.022) Limch1 (-0.016) Llgl1 (-0.012)"
"k8+k9","L8","2.683","0.004","0.314","HP_NEPHRONOPHTHISIS","M34530","MSigDB-C5",NA,"HPO","Homo sapiens","Nephronophthisis","Ift43 (4.214) Ift172 (2.97) Cep83 (2.788) Wdr19 (2.691) Traf3ip1 (2.601) Tmem138 (2.358) Dync2h1 (2.125) Dync2li1 (2.039) Nphp1 (1.49) Rpgrip1l (1.146)"
"k8+k9","L8","2.683","0.003","0.121","MANNO_MIDBRAIN_NEUROTYPES_HRGL1","M39057","MSigDB-C8",NA,"","Homo sapiens"," Cell types are named using anatomical and functional mnemonics prefixed by �m� or �h� to indicate mouse and human respectively: OMTN, oculomotor and trochlear nucleus; Sert, serotonergic; NbM, medial neuroblast; NbDA, neuroblast dopaminergic; DA0-2, dopaminergic neurons; RN, red nucleus; Gaba1-2, GABAergic neurons; mNbL1-2, lateral neuroblasts; NbML1-5, mediolateral neuroblasts; NProg, neuronal progenitor; Prog, progenitor medial floorplate (FPM), lateral floorplate (FPL), midline (M), basal plate (BP); Rgl1-3, radial glia-like cells; Mgl, microglia; Endo, endothelial cells; Peric, pericytes; Epend, ependymal; OPC, oligodendrocyte precursor cells.","Mlf1 (6.5) Cfap126 (5.993) Pifo (5.582) Rsph1 (5.345) Morn5 (5.001) 1110017D15Rik (4.918) Pltp (4.88) Enkur (4.616) Tekt1 (4.565) Mns1 (4.421)"
"k8+k9","L8","2.683","0.008","-0.353","DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_GLOBOSE_BASAL_CELLS","M39296","MSigDB-C8",NA,"","Homo sapiens","","Tubb2b (-1.81) Marcksl1 (-1.697) Tubb5 (-1.523) Tuba1a (1.411) Psip1 (-0.932) Map1b (-0.868) Mdm1 (0.632) Ptma (-0.596) Hes6 (0.184) Rbp1 (-0.054)"
"k8+k9","L5","1.922","0.096","0.473","Histidine metabolism","83158","BioSystems-kegg","mmu00340",NA,NA,NA,"Hdc (5.71) Aldh3b1 (4.385) Aoc1 (3.997) Maoa (-0.119) Hnmt (-0.089) Aldh1b1 (-0.087) Aldh1a3 (-0.063) Amdhd1 (-0.049) Aldh2 (-0.048) Carnmt1 (-0.047)"
"k8+k9","L5","1.922","0.038","0.475","adenosine nucleotides de novo biosynthesis","542877","BioSystems-biocyc","MOUSE_PWY-6126",NA,NA,NA,"Nme5 (5.246) Ak8 (4.041) Ak7 (3.274) Nme7 (1.828) Adss (0.711) Nme1 (-0.511) Ak1 (0.407) Rrm2b (-0.067) Nme6 (0.05) Rrm2 (0.037)"
"k8+k9","L5","1.922","0.004","-0.206","LIU_PROSTATE_CANCER_UP","M4619","MSigDB-C2",NA,"CGP","Homo sapiens","Genes up-regulated in prostate cancer samples.","Rap1gap (-3.151) Marcksl1 (-1.697) Gadd45g (-1.268) Epcam (-1.122) Dnah5 (0.814) Bzw2 (-0.39) Akr1a1 (-0.367) Pdia5 (-0.349) Reps2 (-0.339) Map2k6 (-0.236)"
"k8+k9","L5","1.922","0.075","0.533","TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_GRANULOCYTE_DN","M17148","MSigDB-C2",NA,"CGP","Homo sapiens","Genes down-regulated in granulocytes by RUNX1-RUNX1T1 [GeneID=861;862] fusion.","Hdc (5.71) Adam8 (3.252) Gdpd5 (-0.077) Il10ra (-0.049) Hba-a1 (-0.049) Pde4c (-0.047) Alox5 (-0.04) Cpa3 (-0.039) Pilra (-0.038) Entpd1 (-0.029)"
"k8+k9","L5","1.922","0.004","-0.370","TOMIDA_METASTASIS_UP","M17830","MSigDB-C2",NA,"CGP","Homo sapiens","Up-regulated genes associated with the acquision of metastatic potential in LNM35 cells (large cell lung cancer).","Ckap4 (-2.981) Tuba4a (-1.69) Tubb5 (-1.523) Pttg1 (0.641) Tmsb4x (-0.623) Gnai2 (-0.594) Ier3 (-0.502) Hsp90ab1 (0.41) Ech1 (0.331) Gnas (-0.324)"
"k8+k9","L5","1.922","0.002","0.460","BOWIE_RESPONSE_TO_EXTRACELLULAR_MATRIX","M6162","MSigDB-C2",NA,"CGP","Homo sapiens","Genes up-regulated by growing HMEC-E6 cells (mammary epithelial cells damaged by expression of HPV-16 E6 [GeneID=1489078]) in extracellular matrix (ECM).","Ifitm1 (3.567) Ifi35 (1.862) Ifit3 (1.073) Psmb8 (-0.082) Psmb9 (-0.037) Ifngr1 (0.028) Isg15 (-0.02) Oas1g (0.018) Irf1 (0.014) Ifit1bl1 (-0.014)"
"k8+k9","L5","1.922","0.007","0.520","BOWIE_RESPONSE_TO_TAMOXIFEN","M3283","MSigDB-C2",NA,"CGP","Homo sapiens","Genes up-regulated  by tamoxifen [PubChem=5376] in HMEC-E6 cells (mammary epithelial cells damaged by expression of HPV-16 E6 [GeneID=1489078]).","Ifitm1 (3.567) Ifi35 (1.862) Ifit3 (1.073) Oas2 (0.136) Irf9 (0.042) Ifngr1 (0.028) Isg15 (-0.02) Oas1g (0.018) Irf1 (0.014) Ifit1bl1 (-0.014)"
"k8+k9","L5","1.922","0.000","0.379","NIKOLSKY_BREAST_CANCER_21Q22_AMPLICON","M5718","MSigDB-C2",NA,"CGP","Homo sapiens","Genes within amplicon 21q22 identified in a copy alterations study of 191 breast tumor samples.","2610028H24Rik (5.361) Pcnt (0.907) Pofut2 (0.143) Col6a1 (-0.049) Col18a1 (-0.047) Pcbp3 (-0.047) Adarb1 (0.038) Dip2a (-0.037) Col6a2 (-0.031) Spatc1l (-0.031)"
"k8+k9","L5","1.922","0.001","0.456","GRANDVAUX_IFN_RESPONSE_NOT_VIA_IRF3","M6318","MSigDB-C2",NA,"CGP","Homo sapiens","Genes up-regulated in Jurkat cells (T lymphocyte) by IFN1@, and IFNB1 [GeneID=3438;3456] but not by overexpression of a constitutively active form of IRF3 [GeneID=3661].","Ifitm1 (3.567) Ifi35 (1.862) Gbp2 (-0.053) Irf9 (0.042) Ifitm3 (0.024) Adar (-0.02) Eif2ak2 (-0.016) Irf1 (0.014) Irgm1 (-0.011) Irf7 (0.01)"
"k8+k9","L5","1.922","0.002","0.490","HEDVAT_ELF4_TARGETS_UP","M8716","MSigDB-C2",NA,"CGP","Homo sapiens","Genes up-regulated in HEL cells (erythroleukemia) upon expression of ELF4 [GeneID=2000].","Hdc (5.71) Car2 (0.561) Mt1 (0.085) Abcb1a (-0.048) Cxcl1 (-0.038) Kit (-0.028) Rcan1 (-0.014) Ndufs8 (0.012) Crem (-0.011) Pik3c3 (0.009)"
"k8+k9","L5","1.922","0.011","0.533","XU_RESPONSE_TO_TRETINOIN_DN","M12964","MSigDB-C2",NA,"CGP","Homo sapiens","Genes down-regulated in NB4 cells (acute promyelocytic leukemia, APL) by tretinoin [PubChem=444795] alone.","Mok (2.95) Anxa8 (2.212) Tpm4 (1.154) Anxa2 (1.078) Ppp3ca (0.062) Ube3a (-0.034) Nthl1 (0.016) Fubp3 (-0.01) Gars (0.01) Eci2 (-0.01)"
"k8+k9","L5","1.922","0.000","0.317","KRASNOSELSKAYA_ILF3_TARGETS_UP","M8323","MSigDB-C2",NA,"CGP","Homo sapiens","Up-regulated in GHOST(3)CXCR4 cells (osteosarcoma) upon ectopic expression of ILF3 [GeneID=3609].","Ifitm1 (3.567) Ifi35 (1.862) Ifit3 (1.073) Plscr1 (0.765) Nt5e (0.573) Pros1 (0.086) Cfh (-0.055) Blzf1 (0.045) Fap (-0.045) Psmb9 (-0.037)"
"k8+k9","L5","1.922","0.001","0.292","HAN_JNK_SINGALING_DN","M1655","MSigDB-C2",NA,"CGP","Mus musculus","Genes down-regulated in 3T3 cells (fibroblast) upon activation of JNK pathway.","Pltp (4.88) Ifitm1 (3.567) Lbp (2.535) Anxa8 (2.212) Rgs2 (-1.369) Cyp2f2 (-0.835) Cd14 (-0.748) Isyna1 (0.669) Cd74 (0.318) Fas (0.126)"
"k8+k9","L5","1.922","0.000","0.165","LEIN_CHOROID_PLEXUS_MARKERS","M1719","MSigDB-C2",NA,"CGP","Mus musculus","Genes enriched in choroid plexus cells in the brain identified through correlation-based searches seeded with the choroid plexus cell-type specific gene expression patterns.","Pltp (4.88) Csrp2 (3.783) Fhad1 (3.66) Calml4 (3.481) Dnali1 (3.308) Cfap44 (3.277) Lbp (2.535) Lgals3bp (2.357) Rsph9 (2.315) Ccdc114 (2.26)"
"k8+k9","L5","1.922","0.000","0.148","MIKKELSEN_IPS_LCP_WITH_H3K4ME3","M1975","MSigDB-C2",NA,"CGP","Mus musculus","Table 2S. Genes in MEF, MCV6, MCV8.1 and ES cells by  epigenetic mark of their promoter","Hdc (5.71) 6820408C15Rik (4.803) Aldh3b1 (4.385) Timp4 (4.011) Ifitm1 (3.567) Spef2 (3.314) Ifi35 (1.862) Catip (1.391) Vwa3a (0.882) Arap1 (0.868)"
"k8+k9","L5","1.922","0.006","0.496","TSAI_DNAJB4_TARGETS_UP","M13669","MSigDB-C2",NA,"CGP","Homo sapiens","Genes up-regulated in CL1-5 cells (lung cancer) overexpressing DNAJB4 [GeneID=11080] off a plasmid vector.","Ifitm1 (3.567) Cdkn1a (1.427) Txnip (1.141) Ifit3 (1.073) Irf9 (0.042) Sesn2 (-0.041) Timp3 (0.03) Ccng2 (-0.021) Isg15 (-0.02) Ifit1bl1 (-0.014)"
"k8+k9","L5","1.922","0.001","0.346","BYSTRYKH_HEMATOPOIESIS_STEM_CELL_SCP2_QTL_TRANS","M1998","MSigDB-C2",NA,"CGP","Mus musculus","Genes trans-regulated by the hematopoietic stem cell (HSC) proliferation QTL (quantitative trait locus) Scp2.","Sftpc (4.559) Myl4 (3.895) Zc2hc1c (1.296) Txnip (1.141) Srsf10 (0.656) Hsp90ab1 (0.41) Atp7b (0.068) Lif (-0.056) Fmo1 (-0.054) Dhx40 (0.035)"
