"topic","CS","lbf","pip","coef","name","id","database","accession","sub_category_code","organism","description_brief","top_genes"
"k5","L10","50.47","1.000","1.191","BIOCARTA_CTLA4_PATHWAY","M1467","MSigDB-C2",NA,"CP:BIOCARTA","Homo sapiens","The Co-Stimulatory Signal During T-cell Activation","CD3D (12.012) CD3E (10.276) CD28 (7.581) ICOS (6.331) CD3G (5.24) CTLA4 (5.21) ITK (1.929) LCK (1.394) CD247 (-1.37) ICOSLG (0.464)"
"k5","L7","30.23","0.785","1.257","GO_T_CELL_TOLERANCE_INDUCTION","M22263","MSigDB-C5",NA,"GO:BP","Homo sapiens","A process involving any mechanism for tolerance induction in T cells. [GOC:jal, ISBN:0781735149, PMID:16551263]","CD3E (10.276) ICOS (6.331) FOXP3 (5.841) IL2RA (2.29) AIRE (0.794) PHLPP1 (-0.074) CLC (-0.032) LILRB2 (-0.031) IDO1 (-0.031) HLA-B (0.011)"
"k5","L7","30.23","0.078","0.889","GO_POSITIVE_REGULATION_OF_INTERLEUKIN_4_PRODUCTION","M14293","MSigDB-C5",NA,"GO:BP","Homo sapiens","Any process that activates or increases the frequency, rate, or extent of interleukin-4 production. [GOC:mah]","CD3E (10.276) CD40LG (8.513) CD28 (7.581) FOXP3 (5.841) GATA3 (1.068) NLRP3 (-0.737) IRF4 (0.721) PRKCZ (0.697) RARA (0.58) CEBPB (0.529)"
"k5","L7","30.23","0.095","1.339","GO_STRUCTURAL_CONSTITUENT_OF_MYELIN_SHEATH","M26486","MSigDB-C5",NA,"GO:MF","Homo sapiens","The action of a molecule that contributes to the structural integrity of the myelin sheath of a nerve. [GOC:mah]","MAL (10.094) PLLP (4.431) CMTM8 (1.826) PLP1 (-0.04) MOBP (-0.038) MALL (-0.038) NCMAP (-0.019) MARVELD1 (-0.019) MBP (0) MAL2 (0)"
"k6","L1","351.72","1.000","-1.173","GSE11057_NAIVE_VS_MEMORY_CD4_TCELL_DN","M3119","MSigDB-C7",NA,"","Homo sapiens","Genes down-regulated in comparison of naive T cells versus memory T cells.","CLIC1 (-10.618) ACTB (-10.377) CD99 (-9.328) KLF6 (-9.304) TAGLN2 (-8.888) TPM4 (-7.752) HMGB2 (-7.677) JPT1 (-7.67) GLIPR1 (-7.574) PDIA6 (-7.544)"
"k6","L2","112.10","1.000","-0.682","GSE29618_BCELL_VS_MDC_DN","M4944","MSigDB-C7",NA,"","Homo sapiens","Genes down-regulated in comparison of B cells versus myeloid dendritic cells (mDC).","ACTB (-10.377) GAPDH (-9.641) ACTG1 (-9.641) TUBA1B (-8.67) PFN1 (-7.969) GLIPR1 (-7.574) S100A4 (-7.235) RGS1 (-6.991) LSP1 (-6.888) ADAM8 (-6.854)"
"k6","L3","144.75","1.000","-0.553","HSIAO_HOUSEKEEPING_GENES","M11197","MSigDB-C2",NA,"CGP","Homo sapiens","Housekeeping genes identified as expressed across 19 normal tissues.","CLIC1 (-10.618) ACTB (-10.377) GAPDH (-9.641) ACTG1 (-9.641) TAGLN2 (-8.888) DYNLL1 (-8.203) PFN1 (-7.969) YWHAH (-7.004) UBC (-6.071) LDHA (-6.026)"
"k6","L4","177.35","0.053","1.322","Protein Synthesis","http://identifiers.org/smpdb/SMP0100356","PC-pathbank",NA,NA,NA,NA,"RPL22 (1.378) RPS25 (1.133) RPL32 (1.112) RPL21 (1.102) RPS14 (1.071) RPS16 (0.914) RPS12 (0.897) RPLP2 (0.861) RPS6 (0.827) RPS18 (0.824)"
"k6","L4","177.35","0.053","1.322","Protein Synthesis","http://identifiers.org/smpdb/SMP0111853","PC-pathbank",NA,NA,NA,NA,"RPL22 (1.378) RPS25 (1.133) RPL32 (1.112) RPL21 (1.102) RPS14 (1.071) RPS16 (0.914) RPS12 (0.897) RPLP2 (0.861) RPS6 (0.827) RPS18 (0.824)"
"k6","L4","177.35","0.053","1.322","Protein Synthesis","http://identifiers.org/smpdb/SMP0111854","PC-pathbank",NA,NA,NA,NA,"RPL22 (1.378) RPS25 (1.133) RPL32 (1.112) RPL21 (1.102) RPS14 (1.071) RPS16 (0.914) RPS12 (0.897) RPLP2 (0.861) RPS6 (0.827) RPS18 (0.824)"
"k6","L4","177.35","0.053","1.322","Protein Synthesis","http://identifiers.org/smpdb/SMP0111858","PC-pathbank",NA,NA,NA,NA,"RPL22 (1.378) RPS25 (1.133) RPL32 (1.112) RPL21 (1.102) RPS14 (1.071) RPS16 (0.914) RPS12 (0.897) RPLP2 (0.861) RPS6 (0.827) RPS18 (0.824)"
"k6","L4","177.35","0.053","1.322","Protein Synthesis","http://identifiers.org/smpdb/SMP0111860","PC-pathbank",NA,NA,NA,NA,"RPL22 (1.378) RPS25 (1.133) RPL32 (1.112) RPL21 (1.102) RPS14 (1.071) RPS16 (0.914) RPS12 (0.897) RPLP2 (0.861) RPS6 (0.827) RPS18 (0.824)"
"k6","L4","177.35","0.053","1.322","Protein Synthesis","http://identifiers.org/smpdb/SMP0111862","PC-pathbank",NA,NA,NA,NA,"RPL22 (1.378) RPS25 (1.133) RPL32 (1.112) RPL21 (1.102) RPS14 (1.071) RPS16 (0.914) RPS12 (0.897) RPLP2 (0.861) RPS6 (0.827) RPS18 (0.824)"
"k6","L4","177.35","0.053","1.322","Protein Synthesis","http://identifiers.org/smpdb/SMP0111864","PC-pathbank",NA,NA,NA,NA,"RPL22 (1.378) RPS25 (1.133) RPL32 (1.112) RPL21 (1.102) RPS14 (1.071) RPS16 (0.914) RPS12 (0.897) RPLP2 (0.861) RPS6 (0.827) RPS18 (0.824)"
"k6","L4","177.35","0.053","1.322","Protein Synthesis","http://identifiers.org/smpdb/SMP0111870","PC-pathbank",NA,NA,NA,NA,"RPL22 (1.378) RPS25 (1.133) RPL32 (1.112) RPL21 (1.102) RPS14 (1.071) RPS16 (0.914) RPS12 (0.897) RPLP2 (0.861) RPS6 (0.827) RPS18 (0.824)"
"k6","L4","177.35","0.053","1.322","Protein Synthesis","http://identifiers.org/smpdb/SMP0111871","PC-pathbank",NA,NA,NA,NA,"RPL22 (1.378) RPS25 (1.133) RPL32 (1.112) RPL21 (1.102) RPS14 (1.071) RPS16 (0.914) RPS12 (0.897) RPLP2 (0.861) RPS6 (0.827) RPS18 (0.824)"
"k6","L4","177.35","0.053","1.322","Protein Synthesis","http://identifiers.org/smpdb/SMP0111872","PC-pathbank",NA,NA,NA,NA,"RPL22 (1.378) RPS25 (1.133) RPL32 (1.112) RPL21 (1.102) RPS14 (1.071) RPS16 (0.914) RPS12 (0.897) RPLP2 (0.861) RPS6 (0.827) RPS18 (0.824)"
"k6","L4","177.35","0.053","1.322","Protein Synthesis","http://identifiers.org/smpdb/SMP0111873","PC-pathbank",NA,NA,NA,NA,"RPL22 (1.378) RPS25 (1.133) RPL32 (1.112) RPL21 (1.102) RPS14 (1.071) RPS16 (0.914) RPS12 (0.897) RPLP2 (0.861) RPS6 (0.827) RPS18 (0.824)"
"k6","L4","177.35","0.053","1.322","Protein Synthesis","http://identifiers.org/smpdb/SMP0111874","PC-pathbank",NA,NA,NA,NA,"RPL22 (1.378) RPS25 (1.133) RPL32 (1.112) RPL21 (1.102) RPS14 (1.071) RPS16 (0.914) RPS12 (0.897) RPLP2 (0.861) RPS6 (0.827) RPS18 (0.824)"
"k6","L4","177.35","0.053","1.322","Protein Synthesis","http://identifiers.org/smpdb/SMP0111875","PC-pathbank",NA,NA,NA,NA,"RPL22 (1.378) RPS25 (1.133) RPL32 (1.112) RPL21 (1.102) RPS14 (1.071) RPS16 (0.914) RPS12 (0.897) RPLP2 (0.861) RPS6 (0.827) RPS18 (0.824)"
"k6","L4","177.35","0.053","1.322","Protein Synthesis","http://identifiers.org/smpdb/SMP0112609","PC-pathbank",NA,NA,NA,NA,"RPL22 (1.378) RPS25 (1.133) RPL32 (1.112) RPL21 (1.102) RPS14 (1.071) RPS16 (0.914) RPS12 (0.897) RPLP2 (0.861) RPS6 (0.827) RPS18 (0.824)"
"k6","L4","177.35","0.053","1.322","Protein Synthesis","http://identifiers.org/smpdb/SMP0119294","PC-pathbank",NA,NA,NA,NA,"RPL22 (1.378) RPS25 (1.133) RPL32 (1.112) RPL21 (1.102) RPS14 (1.071) RPS16 (0.914) RPS12 (0.897) RPLP2 (0.861) RPS6 (0.827) RPS18 (0.824)"
"k6","L4","177.35","0.053","1.322","Protein Synthesis","http://identifiers.org/smpdb/SMP0119302","PC-pathbank",NA,NA,NA,NA,"RPL22 (1.378) RPS25 (1.133) RPL32 (1.112) RPL21 (1.102) RPS14 (1.071) RPS16 (0.914) RPS12 (0.897) RPLP2 (0.861) RPS6 (0.827) RPS18 (0.824)"
"k6","L4","177.35","0.053","1.322","Protein Synthesis","http://identifiers.org/smpdb/SMP0119303","PC-pathbank",NA,NA,NA,NA,"RPL22 (1.378) RPS25 (1.133) RPL32 (1.112) RPL21 (1.102) RPS14 (1.071) RPS16 (0.914) RPS12 (0.897) RPLP2 (0.861) RPS6 (0.827) RPS18 (0.824)"
"k6","L4","177.35","0.053","1.322","Protein Synthesis","http://identifiers.org/smpdb/SMP0119304","PC-pathbank",NA,NA,NA,NA,"RPL22 (1.378) RPS25 (1.133) RPL32 (1.112) RPL21 (1.102) RPS14 (1.071) RPS16 (0.914) RPS12 (0.897) RPLP2 (0.861) RPS6 (0.827) RPS18 (0.824)"
"k6","L4","177.35","0.053","1.322","Protein Synthesis","http://identifiers.org/smpdb/SMP0119305","PC-pathbank",NA,NA,NA,NA,"RPL22 (1.378) RPS25 (1.133) RPL32 (1.112) RPL21 (1.102) RPS14 (1.071) RPS16 (0.914) RPS12 (0.897) RPLP2 (0.861) RPS6 (0.827) RPS18 (0.824)"
"k6","L5","79.86","1.000","-0.601","GSE22886_NAIVE_VS_IGG_IGA_MEMORY_BCELL_DN","M4433","MSigDB-C7",NA,"","Homo sapiens","Genes down-regulated in comparison of naive B cells versus memory IgG IgA B cells.","CLIC1 (-10.618) GAPDH (-9.641) ACTG1 (-9.641) CD99 (-9.328) DYNLL1 (-8.203) JPT1 (-7.67) GSTK1 (-7.474) S100A4 (-7.235) YWHAH (-7.004) TUBB4B (-6.984)"
"k6","L6","67.80","1.000","-1.198","WP_METABOLIC_REPROGRAMMING_IN_COLON_CANCER","M39740","MSigDB-C2",NA,"CP:WIKIPATHWAYS","Homo sapiens","Metabolic reprogramming in colon cancer","GAPDH (-9.641) PKM (-6.651) LDHA (-6.026) SHMT2 (-4.338) PFKL (-4.055) IDH2 (-3.831) SDHB (-3.036) SLC1A5 (-2.992) ENO1 (-2.88) TALDO1 (-2.671)"
"k6","L7","69.07","1.000","-0.775","MENON_FETAL_KIDNEY_1_EMBRYONIC_RED_BLOOD_CELLS","M39251","MSigDB-C8",NA,"","Homo sapiens","","ACTB (-10.377) GAPDH (-9.641) TUBA1B (-8.67) DYNLL1 (-8.203) PFN1 (-7.969) HMGB2 (-7.677) HNRNPF (-5.441) PTTG1 (-5.032) RHOA (-4) RAN (-3.81)"
"k6","L8","71.42","1.000","-0.414","HU_FETAL_RETINA_MICROGLIA","M39266","MSigDB-C8",NA,"","Homo sapiens","Retinal Microglia","ACTB (-10.377) KLF6 (-9.304) PFN1 (-7.969) GLIPR1 (-7.574) PPP1R18 (-7.415) UCP2 (-7.363) CD53 (-7.337) RGS1 (-6.991) LSP1 (-6.888) RHOG (-6.776)"
"k6","L9","71.31","1.000","-0.561","GSE26156_DOUBLE_POSITIVE_VS_CD4_SINGLE_POSITIVE_THYMOCYTE_DN","M8299","MSigDB-C7",NA,"","Homo sapiens","Genes down-regulated in thymocytes: double positive versus CD4 [GeneID=920] single positive.","CLIC1 (-10.618) TUBA1B (-8.67) DYNLL1 (-8.203) ANXA5 (-6.11) LDHA (-6.026) VCP (-5.605) HNRNPF (-5.441) ACTN4 (-5.281) PSMD8 (-5.044) GET3 (-5.041)"
"k6","L10","60.04","0.999","-0.926","PELLICCIOTTA_HDAC_IN_ANTIGEN_PRESENTATION_UP","M7488","MSigDB-C2",NA,"CGP","Homo sapiens","Antigen processing and presentation genes up-regulated in JY cells (B lymphocytes) treated with TSA [PubChem=5562].","TBCB (-6.006) PSMC4 (-4.785) COPE (-3.859) TMED9 (-3.729) HERPUD1 (-3.139) PDIA3 (-2.937) KDELR2 (-2.879) PSMD4 (-2.64) PSMD13 (-2.555) TXNDC12 (-2.413)"
