"topic","CS","lbf","pip","coef","name","id","database","accession","sub_category_code","organism","description_brief","top_genes"
"k5","L2","83.62","1.000","1.576","BIOCARTA_CTLA4_PATHWAY","M1467","MSigDB-C2",NA,"CP:BIOCARTA","Homo sapiens","The Co-Stimulatory Signal During T-cell Activation","CD3D (12.012) CD3E (10.276) CD28 (7.581) ICOS (6.331) CD3G (5.24) CTLA4 (5.21) ITK (1.929) LCK (1.394) CD247 (-1.37) ICOSLG (0.464)"
"k5","L3","92.75","1.000","-0.987","DAZARD_UV_RESPONSE_CLUSTER_G1","M9375","MSigDB-C2",NA,"CGP","Homo sapiens","Cluster G1: genes most highly up-regulated in NHEK cells (normal keratinocyte) between 6 h and 12 h after UV-B irradiation.","RPL37A (-10.56) RPL34 (-10.401) RPL38 (-10.198) RPS21 (-9.883) RPL37 (-9.818) RPL36A (-7.613) UQCRB (-2.994) RPL31 (-2.694) RPS23 (-2.69) COX7C (-1.631)"
"k5","L4","45.20","0.980","1.719","HP_DECREASED_PROPORTION_OF_CD3_POSITIVE_T_CELLS","M38640","MSigDB-C5",NA,"HPO","Homo sapiens","Decreased proportion of CD3-positive T cells","CD3D (12.012) CD3E (10.276) IL7R (6.124) CD247 (-1.37) PNP (0.487) IL2RG (0.267) PGM3 (0.104) RAG1 (-0.048) RAG2 (-0.039) DCLRE1C (-0.004)"
"k5","L5","33.32","1.000","0.328","JAATINEN_HEMATOPOIETIC_STEM_CELL_DN","M6905","MSigDB-C2",NA,"CGP","Homo sapiens","Genes down-regulated in CD133+ [GeneID=8842] cells (hematopoietic stem cells, HSC) compared to the CD133- cells.","CD3D (12.012) MAL (10.094) AQP3 (9.742) CD5 (8.615) LEF1 (8.589) TRAT1 (8.276) ADTRP (7.933) CAMK4 (7.875) CD28 (7.581) FBLN7 (6.509)"
"k5","L8","43.11","0.997","0.929","GO_INTERLEUKIN_4_PRODUCTION","M23121","MSigDB-C5",NA,"GO:BP","Homo sapiens","The appearance of interleukin-4 due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels. [GOC:mah]","CD3E (10.276) LEF1 (8.589) CD40LG (8.513) CD28 (7.581) FOXP3 (5.841) ITK (1.929) NDFIP1 (1.321) GATA3 (1.068) NLRP3 (-0.737) IRF4 (0.721)"
"k5","L9","30.42","0.993","0.342","LEE_DIFFERENTIATING_T_LYMPHOCYTE","M2200","MSigDB-C2",NA,"CGP","Homo sapiens","Genes enriched at every T lymphocyte differentiation stage compared to the early passage fetal thymic stromal cultures (TSC).","CD3D (12.012) MAL (10.094) AQP3 (9.742) LEF1 (8.589) TRAT1 (8.276) UBASH3A (6.837) ICOS (6.331) IL7R (6.124) CD3G (5.24) BTG2 (2.23)"
"k5","L10","48.89","1.000","0.677","BILANGES_SERUM_AND_RAPAMYCIN_SENSITIVE_GENES","M2328","MSigDB-C2",NA,"CGP","Mus musculus","Genes translationally regulated in MEF cells (embryonic fibroblasts) in response to serum starvation and by rapamycin (sirolimus) [PubChem=6610346].","RPS24 (-9.982) RPL36A (-7.613) RPL23 (-3.427) RPS23 (-2.69) RPL26 (-1.823) FAU (-1.29) RPL27A (-0.911) RPL24 (-0.831) RPS9 (-0.689) RPL28 (-0.669)"
"k5","L6","39.13","0.829","0.835","SHIPP_DLBCL_VS_FOLLICULAR_LYMPHOMA_DN","M8813","MSigDB-C2",NA,"CGP","Homo sapiens","Top 50 down-regulated markers distinguishing diffuse large B-cell lymphoma (DLBCL) from follicular lymphoma (FL) samples.","CD3D (12.012) CD3E (10.276) CD40LG (8.513) TNFRSF25 (4.116) PDCD1 (3.675) ST8SIA1 (2.789) CLU (-1.87) PIK3IP1 (1.564) LY9 (1.472) HSPA1L (1.36)"
"k5","L6","39.13","0.171","1.441","GO_T_CELL_TOLERANCE_INDUCTION","M22263","MSigDB-C5",NA,"GO:BP","Homo sapiens","A process involving any mechanism for tolerance induction in T cells. [GOC:jal, ISBN:0781735149, PMID:16551263]","CD3E (10.276) ICOS (6.331) FOXP3 (5.841) IL2RA (2.29) AIRE (0.794) PHLPP1 (-0.074) CLC (-0.032) LILRB2 (-0.031) IDO1 (-0.031) HLA-B (0.011)"
"k5","L7","32.63","0.826","1.099","LEE_NAIVE_T_LYMPHOCYTE","M12367","MSigDB-C2",NA,"CGP","Homo sapiens","Genes enriched in the naive circulating T lymphocytes compared to the earlier differentiation stages.","ADTRP (7.933) VSIG1 (5.498) PCED1B (2.5) INPP4B (2.241) GIMAP5 (1.867) LDLRAP1 (1.419) PASK (1.172) SHISAL2A (1.03) TAGAP (0.84) PLEKHA1 (-0.655)"
"k5","L7","32.63","0.174","1.476","GO_STRUCTURAL_CONSTITUENT_OF_MYELIN_SHEATH","M26486","MSigDB-C5",NA,"GO:MF","Homo sapiens","The action of a molecule that contributes to the structural integrity of the myelin sheath of a nerve. [GOC:mah]","MAL (10.094) PLLP (4.431) CMTM8 (1.826) PLP1 (-0.04) MOBP (-0.038) MALL (-0.038) NCMAP (-0.019) MARVELD1 (-0.019) MBP (0) MAL2 (0)"
"k6","L1","184.87","1.000","-0.637","HSIAO_HOUSEKEEPING_GENES","M11197","MSigDB-C2",NA,"CGP","Homo sapiens","Housekeeping genes identified as expressed across 19 normal tissues.","CLIC1 (-10.618) ACTB (-10.377) GAPDH (-9.641) ACTG1 (-9.641) TAGLN2 (-8.888) DYNLL1 (-8.203) PFN1 (-7.969) YWHAH (-7.004) UBC (-6.071) LDHA (-6.026)"
"k6","L2","132.22","0.053","1.184","Protein Synthesis","http://identifiers.org/smpdb/SMP0100356","PC-pathbank",NA,NA,NA,NA,"RPL22 (1.378) RPS25 (1.133) RPL32 (1.112) RPL21 (1.102) RPS14 (1.071) RPS16 (0.914) RPS12 (0.897) RPLP2 (0.861) RPS6 (0.827) RPS18 (0.824)"
"k6","L2","132.22","0.053","1.184","Protein Synthesis","http://identifiers.org/smpdb/SMP0111853","PC-pathbank",NA,NA,NA,NA,"RPL22 (1.378) RPS25 (1.133) RPL32 (1.112) RPL21 (1.102) RPS14 (1.071) RPS16 (0.914) RPS12 (0.897) RPLP2 (0.861) RPS6 (0.827) RPS18 (0.824)"
"k6","L2","132.22","0.053","1.184","Protein Synthesis","http://identifiers.org/smpdb/SMP0111854","PC-pathbank",NA,NA,NA,NA,"RPL22 (1.378) RPS25 (1.133) RPL32 (1.112) RPL21 (1.102) RPS14 (1.071) RPS16 (0.914) RPS12 (0.897) RPLP2 (0.861) RPS6 (0.827) RPS18 (0.824)"
"k6","L2","132.22","0.053","1.184","Protein Synthesis","http://identifiers.org/smpdb/SMP0111858","PC-pathbank",NA,NA,NA,NA,"RPL22 (1.378) RPS25 (1.133) RPL32 (1.112) RPL21 (1.102) RPS14 (1.071) RPS16 (0.914) RPS12 (0.897) RPLP2 (0.861) RPS6 (0.827) RPS18 (0.824)"
"k6","L2","132.22","0.053","1.184","Protein Synthesis","http://identifiers.org/smpdb/SMP0111860","PC-pathbank",NA,NA,NA,NA,"RPL22 (1.378) RPS25 (1.133) RPL32 (1.112) RPL21 (1.102) RPS14 (1.071) RPS16 (0.914) RPS12 (0.897) RPLP2 (0.861) RPS6 (0.827) RPS18 (0.824)"
"k6","L2","132.22","0.053","1.184","Protein Synthesis","http://identifiers.org/smpdb/SMP0111862","PC-pathbank",NA,NA,NA,NA,"RPL22 (1.378) RPS25 (1.133) RPL32 (1.112) RPL21 (1.102) RPS14 (1.071) RPS16 (0.914) RPS12 (0.897) RPLP2 (0.861) RPS6 (0.827) RPS18 (0.824)"
"k6","L2","132.22","0.053","1.184","Protein Synthesis","http://identifiers.org/smpdb/SMP0111864","PC-pathbank",NA,NA,NA,NA,"RPL22 (1.378) RPS25 (1.133) RPL32 (1.112) RPL21 (1.102) RPS14 (1.071) RPS16 (0.914) RPS12 (0.897) RPLP2 (0.861) RPS6 (0.827) RPS18 (0.824)"
"k6","L2","132.22","0.053","1.184","Protein Synthesis","http://identifiers.org/smpdb/SMP0111870","PC-pathbank",NA,NA,NA,NA,"RPL22 (1.378) RPS25 (1.133) RPL32 (1.112) RPL21 (1.102) RPS14 (1.071) RPS16 (0.914) RPS12 (0.897) RPLP2 (0.861) RPS6 (0.827) RPS18 (0.824)"
"k6","L2","132.22","0.053","1.184","Protein Synthesis","http://identifiers.org/smpdb/SMP0111871","PC-pathbank",NA,NA,NA,NA,"RPL22 (1.378) RPS25 (1.133) RPL32 (1.112) RPL21 (1.102) RPS14 (1.071) RPS16 (0.914) RPS12 (0.897) RPLP2 (0.861) RPS6 (0.827) RPS18 (0.824)"
"k6","L2","132.22","0.053","1.184","Protein Synthesis","http://identifiers.org/smpdb/SMP0111872","PC-pathbank",NA,NA,NA,NA,"RPL22 (1.378) RPS25 (1.133) RPL32 (1.112) RPL21 (1.102) RPS14 (1.071) RPS16 (0.914) RPS12 (0.897) RPLP2 (0.861) RPS6 (0.827) RPS18 (0.824)"
"k6","L2","132.22","0.053","1.184","Protein Synthesis","http://identifiers.org/smpdb/SMP0111873","PC-pathbank",NA,NA,NA,NA,"RPL22 (1.378) RPS25 (1.133) RPL32 (1.112) RPL21 (1.102) RPS14 (1.071) RPS16 (0.914) RPS12 (0.897) RPLP2 (0.861) RPS6 (0.827) RPS18 (0.824)"
"k6","L2","132.22","0.053","1.184","Protein Synthesis","http://identifiers.org/smpdb/SMP0111874","PC-pathbank",NA,NA,NA,NA,"RPL22 (1.378) RPS25 (1.133) RPL32 (1.112) RPL21 (1.102) RPS14 (1.071) RPS16 (0.914) RPS12 (0.897) RPLP2 (0.861) RPS6 (0.827) RPS18 (0.824)"
"k6","L2","132.22","0.053","1.184","Protein Synthesis","http://identifiers.org/smpdb/SMP0111875","PC-pathbank",NA,NA,NA,NA,"RPL22 (1.378) RPS25 (1.133) RPL32 (1.112) RPL21 (1.102) RPS14 (1.071) RPS16 (0.914) RPS12 (0.897) RPLP2 (0.861) RPS6 (0.827) RPS18 (0.824)"
"k6","L2","132.22","0.053","1.184","Protein Synthesis","http://identifiers.org/smpdb/SMP0112609","PC-pathbank",NA,NA,NA,NA,"RPL22 (1.378) RPS25 (1.133) RPL32 (1.112) RPL21 (1.102) RPS14 (1.071) RPS16 (0.914) RPS12 (0.897) RPLP2 (0.861) RPS6 (0.827) RPS18 (0.824)"
"k6","L2","132.22","0.053","1.184","Protein Synthesis","http://identifiers.org/smpdb/SMP0119294","PC-pathbank",NA,NA,NA,NA,"RPL22 (1.378) RPS25 (1.133) RPL32 (1.112) RPL21 (1.102) RPS14 (1.071) RPS16 (0.914) RPS12 (0.897) RPLP2 (0.861) RPS6 (0.827) RPS18 (0.824)"
"k6","L2","132.22","0.053","1.184","Protein Synthesis","http://identifiers.org/smpdb/SMP0119302","PC-pathbank",NA,NA,NA,NA,"RPL22 (1.378) RPS25 (1.133) RPL32 (1.112) RPL21 (1.102) RPS14 (1.071) RPS16 (0.914) RPS12 (0.897) RPLP2 (0.861) RPS6 (0.827) RPS18 (0.824)"
"k6","L2","132.22","0.053","1.184","Protein Synthesis","http://identifiers.org/smpdb/SMP0119303","PC-pathbank",NA,NA,NA,NA,"RPL22 (1.378) RPS25 (1.133) RPL32 (1.112) RPL21 (1.102) RPS14 (1.071) RPS16 (0.914) RPS12 (0.897) RPLP2 (0.861) RPS6 (0.827) RPS18 (0.824)"
"k6","L2","132.22","0.053","1.184","Protein Synthesis","http://identifiers.org/smpdb/SMP0119304","PC-pathbank",NA,NA,NA,NA,"RPL22 (1.378) RPS25 (1.133) RPL32 (1.112) RPL21 (1.102) RPS14 (1.071) RPS16 (0.914) RPS12 (0.897) RPLP2 (0.861) RPS6 (0.827) RPS18 (0.824)"
"k6","L2","132.22","0.053","1.184","Protein Synthesis","http://identifiers.org/smpdb/SMP0119305","PC-pathbank",NA,NA,NA,NA,"RPL22 (1.378) RPS25 (1.133) RPL32 (1.112) RPL21 (1.102) RPS14 (1.071) RPS16 (0.914) RPS12 (0.897) RPLP2 (0.861) RPS6 (0.827) RPS18 (0.824)"
"k6","L3","71.19","1.000","-0.464","TARTE_PLASMA_CELL_VS_PLASMABLAST_DN","M19745","MSigDB-C2",NA,"CGP","Homo sapiens","Genes down-regulated in mature plasma cells compared with plasmablastic B lymphocytes.","CLIC1 (-10.618) HMGB2 (-7.677) GLIPR1 (-7.574) YWHAH (-7.004) LSP1 (-6.888) TBCB (-6.006) PPP4C (-5.838) GET3 (-5.041) ATP1B3 (-4.854) VDAC1 (-4.829)"
"k6","L4","75.26","1.000","-0.422","REN_ALVEOLAR_RHABDOMYOSARCOMA_DN","M19541","MSigDB-C2",NA,"CGP","Homo sapiens","Genes commonly down-regulated in human alveolar rhabdomyosarcoma (ARMS) and its mouse model overexpressing PAX3-FOXO1 [GeneID=5077;2308] fusion.","CLIC1 (-10.618) KLF6 (-9.304) TAGLN2 (-8.888) TPM4 (-7.752) GLIPR1 (-7.574) ANXA5 (-6.11) SH3BGRL3 (-5.702) ARHGDIA (-5.563) RHOC (-5.49) UBE2A (-5.421)"
"k6","L5","64.15","1.000","-1.203","WP_METABOLIC_REPROGRAMMING_IN_COLON_CANCER","M39740","MSigDB-C2",NA,"CP:WIKIPATHWAYS","Homo sapiens","Metabolic reprogramming in colon cancer","GAPDH (-9.641) PKM (-6.651) LDHA (-6.026) SHMT2 (-4.338) PFKL (-4.055) IDH2 (-3.831) SDHB (-3.036) SLC1A5 (-2.992) ENO1 (-2.88) TALDO1 (-2.671)"
"k6","L6","57.52","1.000","-1.178","GNATENKO_PLATELET_SIGNATURE","M15669","MSigDB-C2",NA,"CGP","Homo sapiens","Top 50 most up-regulated genes in human platelet cells.","ACTB (-10.377) CD99 (-9.328) TAGLN2 (-8.888) DYNLL1 (-8.203) YWHAH (-7.004) PKM (-6.651) UBC (-6.071) H3-3A (-3.005) CFL1 (-2.232) MYL6 (-1.881)"
"k6","L7","62.80","0.333","-1.083","Pathogenic Escherichia coli infection","83103","BioSystems-kegg","hsa05130",NA,NA,NA,"ACTB (-10.377) ACTG1 (-9.641) TUBA1B (-8.67) TUBB4B (-6.984) ITGB1 (-4.76) ARPC2 (-4.65) ARPC1B (-4.145) RHOA (-4) ARPC4 (-2.586) ARPC3 (-2.379)"
"k6","L7","62.80","0.333","-1.083","KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION","M2333","MSigDB-C2",NA,"CP:KEGG","Homo sapiens","Pathogenic Escherichia coli infection","ACTB (-10.377) ACTG1 (-9.641) TUBA1B (-8.67) TUBB4B (-6.984) ITGB1 (-4.76) ARPC2 (-4.65) ARPC1B (-4.145) RHOA (-4) ARPC4 (-2.586) ARPC3 (-2.379)"
"k6","L7","62.80","0.333","-1.083","WP_PATHOGENIC_ESCHERICHIA_COLI_INFECTION","M39613","MSigDB-C2",NA,"CP:WIKIPATHWAYS","Homo sapiens","Pathogenic Escherichia coli infection","ACTB (-10.377) ACTG1 (-9.641) TUBA1B (-8.67) TUBB4B (-6.984) ITGB1 (-4.76) ARPC2 (-4.65) ARPC1B (-4.145) RHOA (-4) ARPC4 (-2.586) ARPC3 (-2.379)"
"k6","L8","44.47","0.998","-0.841","PELLICCIOTTA_HDAC_IN_ANTIGEN_PRESENTATION_UP","M7488","MSigDB-C2",NA,"CGP","Homo sapiens","Antigen processing and presentation genes up-regulated in JY cells (B lymphocytes) treated with TSA [PubChem=5562].","TBCB (-6.006) PSMC4 (-4.785) COPE (-3.859) TMED9 (-3.729) HERPUD1 (-3.139) PDIA3 (-2.937) KDELR2 (-2.879) PSMD4 (-2.64) PSMD13 (-2.555) TXNDC12 (-2.413)"
"k6","L9","44.21","1.000","-0.490","YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_17","M2336","MSigDB-C2",NA,"CGP","Mus musculus","Genes co-regulated in uterus during a time course response to progesterone [PubChem=5994]: SOM cluster 17.","ACTB (-10.377) TPM4 (-7.752) PSMD8 (-5.044) POLR3K (-4.546) COPE (-3.859) NDUFV2 (-3.847) ERH (-3.218) PSMA7 (-3.154) SDHB (-3.036) EIF4A3 (-2.907)"
"k6","L10","46.96","0.256","-0.353","MULLIGHAN_MLL_SIGNATURE_1_UP","M17856","MSigDB-C2",NA,"CGP","Homo sapiens","The 'MLL signature 1': genes up-regulated in pediatric AML (acute myeloid leukemia) with rearranged MLL [GeneID=4297] compared to all AML cases with the intact gene.","DYNLL1 (-8.203) S100A4 (-7.235) PKM (-6.651) ARL6IP5 (-6.506) LCP1 (-5.847) MYO1F (-5.611) PRDX1 (-4.663) ARPC2 (-4.65) ARPC1B (-4.145) PYCARD (-4.098)"
"k6","L10","46.96","0.744","-0.442","RICKMAN_METASTASIS_DN","M12369","MSigDB-C2",NA,"CGP","Homo sapiens","Genes down-regulated in metastatic vs non-metastatic HNSCC (head and neck squamous cell carcinoma) samples.","TAGLN2 (-8.888) TPM4 (-7.752) JPT1 (-7.67) RHOG (-6.776) PKM (-6.651) MYO1G (-6.131) SH3BGRL3 (-5.702) CAP1 (-5.189) GET3 (-5.041) IFI16 (-4.616)"
